id,source,sid,period,year,frequency,currency,total_revenue,gross_profit,net_income,basic_eps,norm_ebitda,net_profit,net_profit_growth,eps_growth,dividend_per_share,created_date,updated_date
9921,aastocks,1194.HK,2019/12,2019,annual,HKD,,,,-0.1078,,-631000000.0,-35.38,47.16,0.0,,
9922,aastocks,1194.HK,2016/06,2016,quarterly,HKD,,,,-0.0176,,-154000000.0,-1281.89,-633.33,0.0,,
9923,aastocks,1194.HK,2017/06,2017,quarterly,HKD,,,,-0.2646,,-184000000.0,-19.25,-1403.41,0.0,,
9924,aastocks,1194.HK,2018/06,2018,quarterly,HKD,,,,-0.1948,,-164000000.0,10.55,26.38,0.0,,
9925,aastocks,1194.HK,2019/06,2019,quarterly,HKD,,,,-1.5575,,-455000000.0,-176.34,-699.54,0.0,,
9926,aastocks,1194.HK,2020/06,2020,quarterly,HKD,,,,-0.3749,,-111000000.0,75.50,75.93,0.0,,
9927,aastocks,1195.HK,2016/06,2016,annual,HKD,,,,-0.0209,,-52000000.0,-,-,0.0,,
9928,aastocks,1195.HK,2017/06,2017,annual,HKD,,,,-0.0363,,-105000000.0,-102.82,-73.71,0.0,,
9929,aastocks,1195.HK,2018/06,2018,annual,HKD,,,,-0.0082,,-23000000.0,77.60,77.53,0.0,,
9930,aastocks,1195.HK,2019/06,2019,annual,HKD,,,,-0.0033,,-10000000.0,58.78,59.59,0.0,,
9931,aastocks,1195.HK,2020/06,2020,annual,HKD,,,,-0.005,,-15000000.0,-50.28,-52.97,0.0,,
9932,aastocks,1195.HK,2016/12,2016,quarterly,HKD,,,,-0.0033,,-9000000.0,77.72,78.19,0.0,,
9933,aastocks,1195.HK,2017/12,2017,quarterly,HKD,,,,-0.0024,,-8000000.0,13.21,28.08,0.0,,
9934,aastocks,1195.HK,2018/12,2018,quarterly,HKD,,,,-0.0022,,-6000000.0,20.53,9.78,0.0,,
9935,aastocks,1195.HK,2019/12,2019,quarterly,HKD,,,,-0.0008,,-2000000.0,62.65,63.84,0.0,,
9936,aastocks,1195.HK,2020/12,2020,quarterly,HKD,,,,-0.0014,,-4000000.0,-76.79,-82.84,0.0,,
9937,aastocks,1196.HK,2015/12,2015,annual,HKD,,,,0.0304,,32000000.0,-,-,0.0,,
9938,aastocks,1196.HK,2016/12,2016,annual,HKD,,,,0.0695,,80000000.0,147.01,128.62,0.0,,
9939,aastocks,1196.HK,2017/12,2017,annual,HKD,,,,0.0811,,93000000.0,16.43,16.69,0.0,,
9940,aastocks,1196.HK,2018/12,2018,annual,HKD,,,,0.2689,,363000000.0,289.56,231.57,0.0,,
9941,aastocks,1196.HK,2019/12,2019,annual,HKD,,,,-0.2889,,-416000000.0,-,-,0.0,,
9942,aastocks,1196.HK,2016/06,2016,quarterly,HKD,,,,0.0708,,82000000.0,-,-,0.0,,
9943,aastocks,1196.HK,2017/06,2017,quarterly,HKD,,,,0.0733,,84000000.0,3.16,3.53,0.0,,
9944,aastocks,1196.HK,2018/06,2018,quarterly,HKD,,,,0.2721,,344000000.0,308.19,271.21,0.0,,
9945,aastocks,1196.HK,2019/06,2019,quarterly,HKD,,,,0.031,,44000000.0,-87.07,-88.61,0.0,,
9946,aastocks,1196.HK,2020/06,2020,quarterly,HKD,,,,0.0319,,46000000.0,3.27,2.90,0.0,,
9947,aastocks,1198.HK,2015/12,2015,annual,HKD,,,,-0.0608,,-97000000.0,35.73,44.12,0.0,,
9948,aastocks,1198.HK,2016/12,2016,annual,HKD,,,,0.0245,,43000000.0,-,-,0.0,,
9949,aastocks,1198.HK,2017/12,2017,annual,HKD,,,,0.0258,,47000000.0,8.50,5.35,0.0,,
9950,aastocks,1198.HK,2018/12,2018,annual,HKD,,,,0.0263,,53000000.0,12.31,2.02,0.0,,
9951,aastocks,1198.HK,2019/12,2019,annual,HKD,,,,0.0274,,63000000.0,19.62,3.99,0.0,,
9952,aastocks,1198.HK,2016/06,2016,quarterly,HKD,,,,0.0061,,11000000.0,-,-,0.0,,
9953,aastocks,1198.HK,2017/06,2017,quarterly,HKD,,,,0.0074,,13000000.0,21.39,21.64,0.0,,
9954,aastocks,1198.HK,2018/06,2018,quarterly,HKD,,,,0.007,,14000000.0,6.27,-5.26,0.0,,
9955,aastocks,1198.HK,2019/06,2019,quarterly,HKD,,,,0.0061,,13000000.0,-9.10,-13.37,0.0,,
9956,aastocks,1198.HK,2020/06,2020,quarterly,HKD,,,,-0.0505,,-131000000.0,-,-,0.0,,
9957,aastocks,1199.HK,2015/12,2015,annual,HKD,,,,1.13,,3327000000.0,46.55,45.56,1.2021,,
9958,aastocks,1199.HK,2016/12,2016,annual,HKD,,,,0.6436,,1915000000.0,-42.43,-43.05,0.258,,
9959,aastocks,1199.HK,2017/12,2017,annual,HKD,,,,1.3229,,4004000000.0,109.05,105.55,0.2344,,
9960,aastocks,1199.HK,2018/12,2018,annual,HKD,,,,0.8288,,2543000000.0,-36.50,-37.35,0.3315,,
9961,aastocks,1199.HK,2019/12,2019,annual,HKD,,,,0.7647,,2399000000.0,-5.67,-7.74,0.305,,
9962,aastocks,1199.HK,2016/06,2016,quarterly,HKD,,,,0.45,,1334000000.0,-8.07,-8.87,0.18,,
9963,aastocks,1199.HK,2017/06,2017,quarterly,HKD,,,,0.9962,,3003000000.0,125.14,121.38,0.1027,,
9964,aastocks,1199.HK,2018/06,2018,quarterly,HKD,,,,0.4339,,1326000000.0,-55.85,-56.44,0.1736,,
9965,aastocks,1199.HK,2019/06,2019,quarterly,HKD,,,,0.3711,,1155000000.0,-12.92,-14.48,0.148,,
9966,aastocks,1199.HK,2020/06,2020,quarterly,HKD,,,,0.4008,,1266000000.0,9.68,8.00,0.1603,,
9967,aastocks,1200.HK,2015/12,2015,annual,HKD,,,,-0.1386,,-99000000.0,-,-,0.0,,
9968,aastocks,1200.HK,2016/12,2016,annual,HKD,,,,0.0147,,11000000.0,-,-,0.0,,
9969,aastocks,1200.HK,2017/12,2017,annual,HKD,,,,0.2694,,193000000.0,1.73K,1.73K,0.05,,
9970,aastocks,1200.HK,2018/12,2018,annual,HKD,,,,0.081,,58000000.0,-69.95,-69.93,0.032,,
9971,aastocks,1200.HK,2019/12,2019,annual,HKD,,,,-0.096,,-69000000.0,-,-,0.0,,
9972,aastocks,1200.HK,2016/06,2016,quarterly,HKD,,,,-0.1872,,-134000000.0,-,-,0.0,,
9973,aastocks,1200.HK,2017/06,2017,quarterly,HKD,,,,0.1611,,116000000.0,-,-,0.0,,
9974,aastocks,1200.HK,2018/06,2018,quarterly,HKD,,,,0.2095,,150000000.0,30.04,30.04,0.032,,
9975,aastocks,1200.HK,2019/06,2019,quarterly,HKD,,,,0.1303,,94000000.0,-37.77,-37.80,0.0,,
9976,aastocks,1200.HK,2020/06,2020,quarterly,HKD,,,,-0.0339,,-24000000.0,-,-,0.0,,
9977,aastocks,1201.HK,2015/12,2015,annual,HKD,,,,0.0759,,28000000.0,-56.66,-69.41,0.0,,
9978,aastocks,1201.HK,2016/12,2016,annual,HKD,,,,0.0082,,6000000.0,-78.69,-89.20,0.0,,
9979,aastocks,1201.HK,2017/12,2017,annual,HKD,,,,0.0184,,19000000.0,217.16,124.39,0.0,,
9980,aastocks,1201.HK,2018/12,2018,annual,HKD,,,,0.0518,,59000000.0,209.82,181.52,0.0,,
9981,aastocks,1201.HK,2019/12,2019,annual,HKD,,,,-0.0877,,-104000000.0,-,-,0.0,,
9982,aastocks,1201.HK,2016/06,2016,quarterly,HKD,,,,0.0089,,5000000.0,-47.69,-70.13,0.0,,
9983,aastocks,1201.HK,2017/06,2017,quarterly,HKD,,,,0.0068,,7000000.0,32.34,-23.60,0.0,,
9984,aastocks,1201.HK,2018/06,2018,quarterly,HKD,,,,0.1814,,200000000.0,2.72K,2.57K,0.0,,
9985,aastocks,1201.HK,2019/06,2019,quarterly,HKD,,,,-0.0182,,-22000000.0,-,-,0.0,,
9986,aastocks,1201.HK,2020/06,2020,quarterly,HKD,,,,0.0223,,27000000.0,-,-,0.0,,
9987,aastocks,1202.HK,2015/12,2015,annual,HKD,,,,-0.1176,,-48000000.0,-29.78,-34.64,0.0,,
9988,aastocks,1202.HK,2016/12,2016,annual,HKD,,,,-0.0445,,-18000000.0,62.55,62.21,0.0,,
9989,aastocks,1202.HK,2017/12,2017,annual,HKD,,,,0.0959,,36000000.0,-,-,0.0,,
9990,aastocks,1202.HK,2018/12,2018,annual,HKD,,,,-0.0455,,-17000000.0,-,-,0.0,,
9991,aastocks,1202.HK,2019/12,2019,annual,HKD,,,,-0.1453,,-56000000.0,-227.76,-218.98,0.0,,
9992,aastocks,1202.HK,2016/06,2016,quarterly,HKD,,,,-0.0348,,-15000000.0,10.55,7.04,0.0,,
9993,aastocks,1202.HK,2017/06,2017,quarterly,HKD,,,,0.0,,-1000000.0,95.99,-,0.0,,
9994,aastocks,1202.HK,2018/06,2018,quarterly,HKD,,,,0.0236,,9000000.0,-,-,0.0,,
9995,aastocks,1202.HK,2019/06,2019,quarterly,HKD,,,,-0.0455,,-19000000.0,-,-,0.0,,
9996,aastocks,1202.HK,2020/06,2020,quarterly,HKD,,,,-0.0438,,-17000000.0,8.91,3.56,0.0,,
9997,aastocks,1203.HK,2015/12,2015,annual,HKD,,,,0.073,,66000000.0,-54.25,-54.38,0.03,,
9998,aastocks,1203.HK,2016/12,2016,annual,HKD,,,,0.12,,108000000.0,63.66,64.38,0.04,,
9999,aastocks,1203.HK,2017/12,2017,annual,HKD,,,,0.072,,66000000.0,-39.35,-40.00,0.04,,
10000,aastocks,1203.HK,2018/12,2018,annual,HKD,,,,0.13,,118000000.0,79.91,80.56,0.04,,
10001,aastocks,1203.HK,2019/12,2019,annual,HKD,,,,0.06,,54000000.0,-54.20,-53.85,0.04,,
10002,aastocks,1203.HK,2016/06,2016,quarterly,HKD,,,,0.04,,36000000.0,-33.24,-33.33,0.01,,
10003,aastocks,1203.HK,2017/06,2017,quarterly,HKD,,,,0.05,,46000000.0,26.70,25.00,0.01,,
10004,aastocks,1203.HK,2018/06,2018,quarterly,HKD,,,,0.081,,74000000.0,61.28,62.00,0.01,,
10005,aastocks,1203.HK,2019/06,2019,quarterly,HKD,,,,0.036,,33000000.0,-55.29,-55.56,0.01,,
10006,aastocks,1203.HK,2020/06,2020,quarterly,HKD,,,,0.051,,47000000.0,41.46,41.67,0.01,,
10007,aastocks,1205.HK,2015/12,2015,annual,HKD,,,,-0.7763,,-6105000000.0,-,-,0.0,,
10008,aastocks,1205.HK,2016/12,2016,annual,HKD,,,,0.0462,,363000000.0,-,-,0.015,,
10009,aastocks,1205.HK,2017/12,2017,annual,HKD,,,,0.066,,518000000.0,42.79,42.86,0.025,,
10010,aastocks,1205.HK,2018/12,2018,annual,HKD,,,,0.1152,,905000000.0,74.65,74.55,0.035,,
10011,aastocks,1205.HK,2019/12,2019,annual,HKD,,,,0.0764,,600000000.0,-33.69,-33.68,0.0,,
10012,aastocks,1205.HK,2016/06,2016,quarterly,HKD,,,,0.013,,102000000.0,-,-,0.0,,
10013,aastocks,1205.HK,2017/06,2017,quarterly,HKD,,,,0.0235,,185000000.0,81.38,80.77,0.0,,
10014,aastocks,1205.HK,2018/06,2018,quarterly,HKD,,,,0.0673,,529000000.0,185.98,186.38,0.0,,
10015,aastocks,1205.HK,2019/06,2019,quarterly,HKD,,,,0.0461,,362000000.0,-31.58,-31.50,0.0,,
10016,aastocks,1205.HK,2020/06,2020,quarterly,HKD,,,,-0.0548,,-431000000.0,-,-,0.0,,
10017,aastocks,1206.HK,2015/12,2015,annual,HKD,,,,1.2561,,916000000.0,297.87,240.17,0.1176,,
10018,aastocks,1206.HK,2016/12,2016,annual,HKD,,,,0.3262,,260000000.0,-71.60,-74.03,0.0,,
10019,aastocks,1206.HK,2017/12,2017,annual,HKD,,,,0.3919,,311000000.0,19.51,20.17,0.0,,
10020,aastocks,1206.HK,2018/12,2018,annual,HKD,,,,0.3801,,297000000.0,-4.37,-3.03,0.0,,
10021,aastocks,1206.HK,2019/12,2019,annual,HKD,,,,0.1613,,126000000.0,-57.58,-57.57,0.0,,
10022,aastocks,1206.HK,2016/06,2016,quarterly,HKD,,,,0.0906,,72000000.0,-4.95,-18.86,0.0,,
10023,aastocks,1206.HK,2017/06,2017,quarterly,HKD,,,,0.092,,74000000.0,2.16,1.55,0.0,,
10024,aastocks,1206.HK,2018/06,2018,quarterly,HKD,,,,0.1096,,86000000.0,16.22,19.14,0.0,,
10025,aastocks,1206.HK,2019/06,2019,quarterly,HKD,,,,0.0563,,44000000.0,-48.68,-48.66,0.0,,
10026,aastocks,1206.HK,2020/06,2020,quarterly,HKD,,,,0.018,,14000000.0,-68.13,-68.05,0.0,,
10027,aastocks,1207.HK,2015/12,2015,annual,HKD,,,,-0.3473,,-2364000000.0,-2131.55,-1757.22,0.0,,
10028,aastocks,1207.HK,2016/12,2016,annual,HKD,,,,0.0111,,258000000.0,-,-,0.0,,
10029,aastocks,1207.HK,2017/12,2017,annual,HKD,,,,0.036,,828000000.0,221.46,223.66,0.0,,
10030,aastocks,1207.HK,2018/12,2018,annual,HKD,,,,0.0114,,129000000.0,-84.39,-68.34,0.0,,
10031,aastocks,1207.HK,2019/12,2019,annual,HKD,,,,-0.1229,,-2522000000.0,-,-,0.0,,
10032,aastocks,1207.HK,2016/06,2016,quarterly,HKD,,,,0.0052,,107000000.0,-,-,0.0,,
10033,aastocks,1207.HK,2017/06,2017,quarterly,HKD,,,,0.0349,,718000000.0,572.32,571.64,0.0,,
10034,aastocks,1207.HK,2018/06,2018,quarterly,HKD,,,,0.0047,,97000000.0,-86.43,-86.46,0.0,,
10035,aastocks,1207.HK,2019/06,2019,quarterly,HKD,,,,-0.011,,-226000000.0,-,-,0.0,,
10036,aastocks,1207.HK,2020/06,2020,quarterly,HKD,,,,-0.0027,,-56000000.0,75.19,75.15,0.0,,
10037,aastocks,1208.HK,2016/12,2016,annual,HKD,,,,-0.1939,,-1184000000.0,85.12,85.29,0.0,,
10038,aastocks,1208.HK,2017/12,2017,annual,HKD,,,,0.1446,,1149000000.0,-,-,0.0,,
10039,aastocks,1208.HK,2018/12,2018,annual,HKD,,,,0.0666,,535000000.0,-53.45,-53.94,0.0,,
10040,aastocks,1208.HK,2019/12,2019,annual,HKD,,,,-0.2227,,-1794000000.0,-,-,0.0,,
10041,aastocks,1208.HK,2020/12,2020,annual,HKD,,,,-0.062,,-502000000.0,72.04,72.15,0.0,,
10042,aastocks,1208.HK,2016/06,2016,quarterly,HKD,,,,-0.1187,,-718000000.0,-100.38,-76.01,0.0,,
10043,aastocks,1208.HK,2017/06,2017,quarterly,HKD,,,,0.0172,,139000000.0,-,-,0.0,,
10044,aastocks,1208.HK,2018/06,2018,quarterly,HKD,,,,0.1263,,1010000000.0,626.65,635.47,0.0,,
10045,aastocks,1208.HK,2019/06,2019,quarterly,HKD,,,,-0.0789,,-633000000.0,-,-,0.0,,
10046,aastocks,1208.HK,2020/06,2020,quarterly,HKD,,,,-0.1519,,-1225000000.0,-93.55,-92.56,0.0,,
10047,aastocks,1210.HK,2015/12,2015,annual,HKD,,,,-0.1729,,-174000000.0,7.28,7.02,0.0,,
10048,aastocks,1210.HK,2016/12,2016,annual,HKD,,,,-0.1334,,-135000000.0,22.80,22.87,0.0,,
10049,aastocks,1210.HK,2017/12,2017,annual,HKD,,,,-0.1523,,-154000000.0,-14.51,-14.18,0.0,,
10050,aastocks,1210.HK,2018/12,2018,annual,HKD,,,,-0.2619,,-264000000.0,-71.39,-71.99,0.0,,
10051,aastocks,1210.HK,2019/12,2019,annual,HKD,,,,-0.2481,,-251000000.0,5.18,5.27,0.0,,
10052,aastocks,1210.HK,2016/06,2016,quarterly,HKD,,,,-0.0743,,-75000000.0,30.07,30.01,0.0,,
10053,aastocks,1210.HK,2017/06,2017,quarterly,HKD,,,,-0.0761,,-77000000.0,-3.06,-2.37,0.0,,
10054,aastocks,1210.HK,2018/06,2018,quarterly,HKD,,,,-0.1348,,-137000000.0,-77.58,-77.16,0.0,,
10055,aastocks,1210.HK,2019/06,2019,quarterly,HKD,,,,-0.1205,,-122000000.0,10.50,10.60,0.0,,
10056,aastocks,1210.HK,2020/06,2020,quarterly,HKD,,,,-0.0713,,-72000000.0,40.72,40.86,0.0,,
10057,aastocks,1211.HK,2015/12,2015,annual,HKD,,,,1.3172,,3321000000.0,513.80,486.42,0.0,,
10058,aastocks,1211.HK,2016/12,2016,annual,HKD,,,,2.0892,,5614000000.0,69.07,58.60,0.6056,,
10059,aastocks,1211.HK,2017/12,2017,annual,HKD,,,,1.6785,,4875000000.0,-13.16,-19.66,0.169,,
10060,aastocks,1211.HK,2018/12,2018,annual,HKD,,,,1.0589,,3166000000.0,-35.07,-36.91,0.2323,,
10061,aastocks,1211.HK,2019/12,2019,annual,HKD,,,,0.5588,,1804000000.0,-43.01,-47.23,0.0671,,
10062,aastocks,1211.HK,2016/06,2016,quarterly,HKD,,,,1.0102,,2624000000.0,350.12,325.64,0.4262,,
10063,aastocks,1211.HK,2017/06,2017,quarterly,HKD,,,,0.6801,,1986000000.0,-24.32,-32.68,0.0,,
10064,aastocks,1211.HK,2018/06,2018,quarterly,HKD,,,,0.1537,,566000000.0,-71.48,-77.40,0.0,,
10065,aastocks,1211.HK,2019/06,2019,quarterly,HKD,,,,0.557,,1516000000.0,167.73,262.42,0.0,,
10066,aastocks,1211.HK,2020/06,2020,quarterly,HKD,,,,0.6139,,1674000000.0,10.37,10.21,0.0,,
10067,aastocks,1212.HK,2016/12,2016,annual,HKD,,,,0.99,,1590000000.0,-16.92,-16.81,0.632,,
10068,aastocks,1212.HK,2017/12,2017,annual,HKD,,,,2.06,,3301000000.0,107.52,108.08,0.632,,
10069,aastocks,1212.HK,2018/12,2018,annual,HKD,,,,1.08,,1690000000.0,-48.79,-47.57,0.665,,
10070,aastocks,1212.HK,2019/12,2019,annual,HKD,,,,1.26,,1891000000.0,11.87,16.67,0.3,,
10071,aastocks,1212.HK,2020/12,2020,annual,HKD,,,,0.09,,139000000.0,-92.67,-92.86,0.0,,
10072,aastocks,1212.HK,2016/06,2016,quarterly,HKD,,,,0.366,,587000000.0,-49.89,-49.31,0.289,,
10073,aastocks,1212.HK,2017/06,2017,quarterly,HKD,,,,1.073,,1720000000.0,193.04,193.17,0.289,,
10074,aastocks,1212.HK,2018/06,2018,quarterly,HKD,,,,0.554,,888000000.0,-48.37,-48.37,0.295,,
10075,aastocks,1212.HK,2019/06,2019,quarterly,HKD,,,,0.856,,1286000000.0,44.82,54.51,0.3,,
10076,aastocks,1212.HK,2020/06,2020,quarterly,HKD,,,,-0.151,,-227000000.0,-,-,0.0,,
10077,aastocks,1213.HK,2016/03,2016,annual,HKD,,,,0.0188,,4000000.0,-51.65,-51.67,0.01,,
10078,aastocks,1213.HK,2017/03,2017,annual,HKD,,,,-0.0188,,-4000000.0,-,-,0.01,,
10079,aastocks,1213.HK,2018/03,2018,annual,HKD,,,,-0.0857,,-17000000.0,-355.28,-355.85,0.01,,
10080,aastocks,1213.HK,2019/03,2019,annual,HKD,,,,-0.0384,,-8000000.0,55.11,55.19,0.01,,
10081,aastocks,1213.HK,2020/03,2020,annual,HKD,,,,-0.0286,,-6000000.0,25.50,25.52,0.01,,
10082,aastocks,1213.HK,2016/09,2016,quarterly,HKD,,,,0.033,,7000000.0,209.62,200.00,0.005,,
10083,aastocks,1213.HK,2017/09,2017,quarterly,HKD,,,,-0.041,,-8000000.0,-,-,0.005,,
10084,aastocks,1213.HK,2018/09,2018,quarterly,HKD,,,,-0.019,,-4000000.0,52.78,53.66,0.005,,
10085,aastocks,1213.HK,2019/09,2019,quarterly,HKD,,,,-0.02,,-4000000.0,-2.31,-5.26,0.005,,
10086,aastocks,1213.HK,2020/09,2020,quarterly,HKD,,,,0.037,,7000000.0,-,-,0.005,,
10087,aastocks,1215.HK,2015/12,2015,annual,HKD,,,,-0.0016,,-20000000.0,-,-,0.0,,
10088,aastocks,1215.HK,2016/12,2016,annual,HKD,,,,-0.0101,,-129000000.0,-535.85,-531.25,0.0,,
10089,aastocks,1215.HK,2017/12,2017,annual,HKD,,,,0.0004,,5000000.0,-,-,0.0,,
10090,aastocks,1215.HK,2018/12,2018,annual,HKD,,,,0.0265,,339000000.0,7.14K,6.53K,0.0,,
10091,aastocks,1215.HK,2019/12,2019,annual,HKD,,,,-0.0024,,-31000000.0,-,-,0.0,,
10092,aastocks,1215.HK,2016/06,2016,quarterly,HKD,,,,0.0102,,130000000.0,-,-,0.0,,
10093,aastocks,1215.HK,2017/06,2017,quarterly,HKD,,,,-0.001,,-13000000.0,-,-,0.0,,
10094,aastocks,1215.HK,2018/06,2018,quarterly,HKD,,,,0.026,,332000000.0,-,-,0.0,,
10095,aastocks,1215.HK,2019/06,2019,quarterly,HKD,,,,-0.0011,,-15000000.0,-,-,0.0,,
10096,aastocks,1215.HK,2020/06,2020,quarterly,HKD,,,,-0.0026,,-34000000.0,-128.83,-136.36,0.0,,
10097,aastocks,1216.HK,2015/12,2015,annual,HKD,,,,0.2234,,3518000000.0,5.34,-,0.0,,
10098,aastocks,1216.HK,2016/12,2016,annual,HKD,,,,0.2223,,3733000000.0,6.10,-0.54,0.0,,
10099,aastocks,1216.HK,2017/12,2017,annual,HKD,,,,0.2518,,4602000000.0,23.29,13.28,0.0851,,
10100,aastocks,1216.HK,2018/12,2018,annual,HKD,,,,0.1366,,2749000000.0,-40.26,-45.73,0.0399,,
10101,aastocks,1216.HK,2019/12,2019,annual,HKD,,,,0.1453,,3536000000.0,28.60,6.33,0.0503,,
10102,aastocks,1216.HK,2017/06,2017,quarterly,HKD,,,,0.1153,,1981000000.0,-,-,0.0,,
10103,aastocks,1216.HK,2018/06,2018,quarterly,HKD,,,,0.1064,,2189000000.0,10.50,-7.69,0.0,,
10104,aastocks,1216.HK,2019/06,2019,quarterly,HKD,,,,0.1137,,2358000000.0,7.73,6.83,0.0,,
10105,aastocks,1216.HK,2020/06,2020,quarterly,HKD,,,,0.1096,,2162000000.0,-8.33,-3.56,0.0,,
10106,aastocks,1217.HK,2015/12,2015,annual,HKD,,,,0.0,,0.0,99.13,99.13,0.0,,
10107,aastocks,1217.HK,2016/12,2016,annual,HKD,,,,-0.005,,-54000000.0,-39155.07,-24950.00,0.0,,
10108,aastocks,1217.HK,2017/12,2017,annual,HKD,,,,0.0029,,37000000.0,-,-,0.0,,
10109,aastocks,1217.HK,2018/12,2018,annual,HKD,,,,0.0008,,10000000.0,-72.51,-72.66,0.0,,
10110,aastocks,1217.HK,2019/12,2019,annual,HKD,,,,0.0019,,24000000.0,134.68,135.44,0.0,,
10111,aastocks,1217.HK,2016/06,2016,quarterly,HKD,,,,-0.0018,,-16000000.0,-528.12,-350.00,0.0,,
10112,aastocks,1217.HK,2017/06,2017,quarterly,HKD,,,,0.001,,13000000.0,-,-,0.0,,
10113,aastocks,1217.HK,2018/06,2018,quarterly,HKD,,,,0.0003,,4000000.0,-69.34,-69.70,0.0,,
10114,aastocks,1217.HK,2019/06,2019,quarterly,HKD,,,,0.0019,,24000000.0,515.61,520.00,0.0,,
10115,aastocks,1217.HK,2020/06,2020,quarterly,HKD,,,,-0.0015,,-19000000.0,-,-,0.0,,
10116,aastocks,1218.HK,2016/03,2016,annual,HKD,,,,1.75,,139000000.0,-31.51,-31.37,0.1,,
10117,aastocks,1218.HK,2017/03,2017,annual,HKD,,,,-3.07,,-244000000.0,-,-,0.05,,
10118,aastocks,1218.HK,2018/03,2018,annual,HKD,,,,3.74,,297000000.0,-,-,0.05,,
10119,aastocks,1218.HK,2019/03,2019,annual,HKD,,,,3.52,,316000000.0,6.33,-5.88,0.05,,
10120,aastocks,1218.HK,2020/03,2020,annual,HKD,,,,-3.26,,-298000000.0,-,-,0.0,,
10121,aastocks,1218.HK,2016/09,2016,quarterly,HKD,,,,-2.05,,-163000000.0,-,-,0.0,,
10122,aastocks,1218.HK,2017/09,2017,quarterly,HKD,,,,0.29,,23000000.0,-,-,0.0,,
10123,aastocks,1218.HK,2018/09,2018,quarterly,HKD,,,,0.04,,3000000.0,-86.08,-86.21,0.0,,
10124,aastocks,1218.HK,2019/09,2019,quarterly,HKD,,,,-1.87,,-171000000.0,-,-,0.0,,
10125,aastocks,1218.HK,2020/09,2020,quarterly,HKD,,,,-0.81,,-74000000.0,56.74,56.68,0.0,,
10126,aastocks,1219.HK,2014/12,2014,annual,HKD,,,,0.2121,,431000000.0,17.59,-2.51,0.0634,,
10127,aastocks,1219.HK,2015/12,2015,annual,HKD,,,,0.199,,413000000.0,-4.26,-6.20,0.0716,,
10128,aastocks,1219.HK,2016/12,2016,annual,HKD,,,,0.1096,,228000000.0,-44.83,-44.94,0.054,,
10129,aastocks,1219.HK,2017/12,2017,annual,HKD,,,,0.0869,,192000000.0,-15.74,-20.67,0.0426,,
10130,aastocks,1219.HK,2018/12,2018,annual,HKD,,,,-2.1537,,-4751000000.0,-,-,0.0,,
10131,aastocks,1219.HK,2015/06,2015,quarterly,HKD,,,,0.0887,,185000000.0,18.20,18.45,0.0271,,
10132,aastocks,1219.HK,2016/06,2016,quarterly,HKD,,,,0.0697,,145000000.0,-21.42,-21.45,0.0271,,
10133,aastocks,1219.HK,2017/06,2017,quarterly,HKD,,,,0.0634,,139000000.0,-4.21,-9.01,0.0275,,
10134,aastocks,1219.HK,2018/06,2018,quarterly,HKD,,,,-1.7839,,-3935000000.0,-,-,0.0,,
10135,aastocks,1219.HK,2019/06,2019,quarterly,HKD,,,,-0.0307,,-68000000.0,98.26,98.28,0.0,,
10136,aastocks,1220.HK,2016/03,2016,annual,HKD,,,,-0.0398,,-74000000.0,-989.03,-665.38,0.0,,
10137,aastocks,1220.HK,2017/03,2017,annual,HKD,,,,-0.0069,,-14000000.0,81.51,82.66,0.0,,
10138,aastocks,1220.HK,2018/03,2018,annual,HKD,,,,0.0013,,3000000.0,-,-,0.0,,
10139,aastocks,1220.HK,2019/03,2019,annual,HKD,,,,0.0018,,4000000.0,41.70,38.46,0.0,,
10140,aastocks,1220.HK,2020/03,2020,annual,HKD,,,,-0.0402,,-80000000.0,-,-,0.0,,
10141,aastocks,1220.HK,2016/09,2016,quarterly,HKD,,,,0.001,,2000000.0,-,-,0.0,,
10142,aastocks,1220.HK,2017/09,2017,quarterly,HKD,,,,-0.002,,-4000000.0,-,-,0.0,,
10143,aastocks,1220.HK,2018/09,2018,quarterly,HKD,,,,0.0114,,22000000.0,-,-,0.0,,
10144,aastocks,1220.HK,2019/09,2019,quarterly,HKD,,,,-0.002,,-4000000.0,-,-,0.0,,
10145,aastocks,1220.HK,2020/09,2020,quarterly,HKD,,,,0.0007,,1000000.0,-,-,0.0,,
10146,aastocks,1221.HK,2016/06,2016,annual,HKD,,,,0.1641,,166000000.0,-18.84,-21.37,0.08,,
10147,aastocks,1221.HK,2017/06,2017,annual,HKD,,,,0.1708,,178000000.0,7.47,4.08,0.085,,
10148,aastocks,1221.HK,2018/06,2018,annual,HKD,,,,0.1822,,195000000.0,9.68,6.67,0.095,,
10149,aastocks,1221.HK,2019/06,2019,annual,HKD,,,,0.1783,,196000000.0,0.60,-2.14,0.095,,
10150,aastocks,1221.HK,2020/06,2020,annual,HKD,,,,-0.0675,,-76000000.0,-,-,0.01,,
10151,aastocks,1221.HK,2016/12,2016,quarterly,HKD,,,,0.0876,,90000000.0,6.13,2.70,0.04,,
10152,aastocks,1221.HK,2017/12,2017,quarterly,HKD,,,,0.0984,,105000000.0,15.67,12.33,0.045,,
10153,aastocks,1221.HK,2018/12,2018,quarterly,HKD,,,,0.0887,,97000000.0,-7.31,-9.86,0.045,,
10154,aastocks,1221.HK,2019/12,2019,quarterly,HKD,,,,0.0058,,6000000.0,-93.33,-93.46,0.01,,
