id,source,sid,period,year,frequency,currency,total_revenue,gross_profit,net_income,basic_eps,norm_ebitda,net_profit,net_profit_growth,eps_growth,dividend_per_share,created_date,updated_date
2864,aastocks,0309.HK,2019/09,2019,quarterly,HKD,,,,0.0015,,3000000.0,-,-,0.0,,
2865,aastocks,0309.HK,2020/09,2020,quarterly,HKD,,,,0.0094,,16000000.0,520.09,526.67,0.0,,
2866,aastocks,0310.HK,2015/12,2015,annual,HKD,,,,0.016,,17000000.0,-,-,0.0,,
2867,aastocks,0310.HK,2016/12,2016,annual,HKD,,,,-0.036,,-43000000.0,-,-,0.0,,
2868,aastocks,0310.HK,2017/12,2017,annual,HKD,,,,0.0001,,0.0,-,-,0.0,,
2869,aastocks,0310.HK,2018/12,2018,annual,HKD,,,,-0.072,,-87000000.0,-,-,0.0,,
2870,aastocks,0310.HK,2019/12,2019,annual,HKD,,,,-0.0648,,-78000000.0,9.99,10.00,0.0,,
2871,aastocks,0310.HK,2016/06,2016,quarterly,HKD,,,,-0.028,,-34000000.0,-,-,0.0,,
2872,aastocks,0310.HK,2017/06,2017,quarterly,HKD,,,,-0.012,,-14000000.0,58.14,57.14,0.0,,
2873,aastocks,0310.HK,2018/06,2018,quarterly,HKD,,,,-0.032,,-39000000.0,-174.67,-166.67,0.0,,
2874,aastocks,0310.HK,2019/06,2019,quarterly,HKD,,,,-0.028,,-34000000.0,13.45,12.50,0.0,,
2875,aastocks,0310.HK,2020/06,2020,quarterly,HKD,,,,-0.0235,,-28000000.0,15.95,16.07,0.0,,
2876,aastocks,0311.HK,2015/12,2015,annual,HKD,,,,0.093,,99000000.0,-40.85,-42.89,0.0287,,
2877,aastocks,0311.HK,2016/12,2016,annual,HKD,,,,0.1396,,143000000.0,44.72,50.06,1.6272,,
2878,aastocks,0311.HK,2017/12,2017,annual,HKD,,,,0.1641,,171000000.0,19.50,17.57,0.0993,,
2879,aastocks,0311.HK,2018/12,2018,annual,HKD,,,,0.1802,,183000000.0,6.65,9.80,0.053,,
2880,aastocks,0311.HK,2019/12,2019,annual,HKD,,,,0.1869,,196000000.0,7.34,3.72,0.0148,,
2881,aastocks,0311.HK,2016/06,2016,quarterly,HKD,,,,0.0628,,65000000.0,13.74,14.18,0.0376,,
2882,aastocks,0311.HK,2017/06,2017,quarterly,HKD,,,,0.0679,,71000000.0,8.72,8.08,0.0409,,
2883,aastocks,0311.HK,2018/06,2018,quarterly,HKD,,,,0.0683,,71000000.0,0.53,0.50,0.0206,,
2884,aastocks,0311.HK,2019/06,2019,quarterly,HKD,,,,0.05,,51000000.0,-27.60,-26.76,0.0148,,
2885,aastocks,0311.HK,2020/06,2020,quarterly,HKD,,,,-0.1403,,-145000000.0,-,-,0.0,,
2886,aastocks,0312.HK,2015/12,2015,annual,HKD,,,,0.0235,,59000000.0,44.41,88.49,0.0068,,
2887,aastocks,0312.HK,2016/12,2016,annual,HKD,,,,0.0222,,67000000.0,13.82,-5.51,0.0072,,
2888,aastocks,0312.HK,2017/12,2017,annual,HKD,,,,0.024,,55000000.0,-18.66,7.89,0.0058,,
2889,aastocks,0312.HK,2018/12,2018,annual,HKD,,,,0.0455,,125000000.0,128.73,89.94,0.0192,,
2890,aastocks,0312.HK,2019/12,2019,annual,HKD,,,,0.0559,,153000000.0,22.23,22.68,0.0181,,
2891,aastocks,0312.HK,2016/06,2016,quarterly,HKD,,,,0.0232,,47000000.0,35.39,85.91,0.0057,,
2892,aastocks,0312.HK,2017/06,2017,quarterly,HKD,,,,0.0231,,47000000.0,0.87,-0.74,0.0055,,
2893,aastocks,0312.HK,2018/06,2018,quarterly,HKD,,,,0.0118,,18000000.0,-62.48,-48.72,0.0083,,
2894,aastocks,0312.HK,2019/06,2019,quarterly,HKD,,,,0.0114,,20000000.0,15.57,-3.85,0.0024,,
2895,aastocks,0312.HK,2020/06,2020,quarterly,HKD,,,,0.011,,24000000.0,17.37,-3.56,0.0029,,
2896,aastocks,0313.HK,2016/03,2016,annual,HKD,,,,-0.0305,,-340000000.0,-63.90,-43.19,0.0,,
2897,aastocks,0313.HK,2017/03,2017,annual,HKD,,,,-0.0255,,-325000000.0,4.60,16.39,0.0,,
2898,aastocks,0313.HK,2018/03,2018,annual,HKD,,,,-0.0279,,-392000000.0,-20.67,-9.41,0.0,,
2899,aastocks,0313.HK,2019/03,2019,annual,HKD,,,,-0.0115,,-268000000.0,31.49,58.78,0.0,,
2900,aastocks,0313.HK,2020/03,2020,annual,HKD,,,,-0.0126,,-295000000.0,-9.90,-9.57,0.0,,
2901,aastocks,0313.HK,2016/09,2016,quarterly,HKD,,,,-0.0062,,-77000000.0,22.89,55.07,0.0,,
2902,aastocks,0313.HK,2017/09,2017,quarterly,HKD,,,,-0.0091,,-121000000.0,-57.02,-46.77,0.0,,
2903,aastocks,0313.HK,2018/09,2018,quarterly,HKD,,,,-0.0058,,-136000000.0,-12.68,36.26,0.0,,
2904,aastocks,0313.HK,2019/09,2019,quarterly,HKD,,,,-0.0026,,-61000000.0,54.75,55.17,0.0,,
2905,aastocks,0313.HK,2020/09,2020,quarterly,HKD,,,,-0.004,,-94000000.0,-52.55,-53.85,0.0,,
2906,aastocks,0315.HK,2016/06,2016,annual,HKD,,,,0.749,,797000000.0,-14.78,-16.03,0.6,,
2907,aastocks,0315.HK,2017/06,2017,annual,HKD,,,,0.617,,672000000.0,-15.69,-17.62,0.6,,
2908,aastocks,0315.HK,2018/06,2018,annual,HKD,,,,0.554,,615000000.0,-8.46,-10.21,0.41,,
2909,aastocks,0315.HK,2019/06,2019,annual,HKD,,,,0.563,,632000000.0,2.76,1.62,0.39,,
2910,aastocks,0315.HK,2020/06,2020,annual,HKD,,,,0.338,,379000000.0,-40.06,-39.96,0.295,,
2911,aastocks,0315.HK,2016/12,2016,quarterly,HKD,,,,0.364,,393000000.0,-2.32,-4.21,0.27,,
2912,aastocks,0315.HK,2017/12,2017,quarterly,HKD,,,,0.298,,328000000.0,-16.59,-18.13,0.18,,
2913,aastocks,0315.HK,2018/12,2018,quarterly,HKD,,,,0.297,,332000000.0,1.31,-0.34,0.18,,
2914,aastocks,0315.HK,2019/12,2019,quarterly,HKD,,,,0.237,,265000000.0,-20.14,-20.20,0.145,,
2915,aastocks,0315.HK,2020/12,2020,quarterly,HKD,,,,0.238,,267000000.0,0.43,0.42,0.145,,
2916,aastocks,0316.HK,2015/12,2015,annual,HKD,,,,3.519,,2200000000.0,4.86,5.03,0.8875,,
2917,aastocks,0316.HK,2016/12,2016,annual,HKD,,,,-2.7139,,-1700000000.0,-,-,0.0,,
2918,aastocks,0316.HK,2017/12,2017,annual,HKD,,,,1.7191,,1152000000.0,-,-,0.1672,,
2919,aastocks,0316.HK,2018/12,2018,annual,HKD,,,,1.3553,,847000000.0,-26.45,-21.16,0.6032,,
2920,aastocks,0316.HK,2019/12,2019,annual,HKD,,,,16.781,,10503000000.0,1.14K,1.14K,15.0562,,
2921,aastocks,0316.HK,2016/06,2016,quarterly,HKD,,,,-0.7061,,-440000000.0,-,-,0.0,,
2922,aastocks,0316.HK,2017/06,2017,quarterly,HKD,,,,0.6714,,419000000.0,-,-,0.1671,,
2923,aastocks,0316.HK,2018/06,2018,quarterly,HKD,,,,-0.1255,,-81000000.0,-,-,0.0,,
2924,aastocks,0316.HK,2019/06,2019,quarterly,HKD,,,,1.7343,,1086000000.0,-,-,0.5203,,
2925,aastocks,0316.HK,2020/06,2020,quarterly,HKD,,,,1.2635,,791000000.0,-27.12,-27.15,0.379,,
2926,aastocks,0317.HK,2015/12,2015,annual,HKD,,,,0.0834,,116000000.0,-78.13,-79.46,0.0353,,
2927,aastocks,0317.HK,2016/12,2016,annual,HKD,,,,0.056,,79000000.0,-31.55,-32.83,0.0178,,
2928,aastocks,0317.HK,2017/12,2017,annual,HKD,,,,-0.0428,,-61000000.0,-,-,0.0,,
2929,aastocks,0317.HK,2018/12,2018,annual,HKD,,,,-1.5056,,-2128000000.0,-3414.34,-3417.63,0.0,,
2930,aastocks,0317.HK,2019/12,2019,annual,HKD,,,,0.4335,,613000000.0,-,-,0.0,,
2931,aastocks,0317.HK,2016/06,2016,quarterly,HKD,,,,0.0304,,43000000.0,-,-,0.0,,
2932,aastocks,0317.HK,2017/06,2017,quarterly,HKD,,,,0.0358,,51000000.0,17.74,17.83,0.0,,
2933,aastocks,0317.HK,2018/06,2018,quarterly,HKD,,,,-0.2467,,-349000000.0,-,-,0.0,,
2934,aastocks,0317.HK,2019/06,2019,quarterly,HKD,,,,0.3142,,444000000.0,-,-,0.0,,
2935,aastocks,0317.HK,2020/06,2020,quarterly,HKD,,,,2.4063,,3401000000.0,665.78,665.88,0.0,,
2936,aastocks,0318.HK,2016/04,2016,annual,HKD,,,,0.0535,,8000000.0,-,-,0.0,,
2937,aastocks,0318.HK,2017/04,2017,annual,HKD,,,,-0.0264,,-5000000.0,-,-,0.0,,
2938,aastocks,0318.HK,2018/04,2018,annual,HKD,,,,0.2018,,39000000.0,-,-,0.0,,
2939,aastocks,0318.HK,2019/04,2019,annual,HKD,,,,0.1153,,22000000.0,-42.85,-42.86,0.0,,
2940,aastocks,0318.HK,2020/04,2020,annual,HKD,,,,0.0532,,10000000.0,-53.89,-53.86,0.0,,
2941,aastocks,0318.HK,2016/10,2016,quarterly,HKD,,,,-0.0098,,-2000000.0,-,-,0.0,,
2942,aastocks,0318.HK,2017/10,2017,quarterly,HKD,,,,-0.0071,,-1000000.0,20.78,27.55,0.0,,
2943,aastocks,0318.HK,2018/10,2018,quarterly,HKD,,,,0.046,,9000000.0,-,-,0.0,,
2944,aastocks,0318.HK,2019/10,2019,quarterly,HKD,,,,0.014,,3000000.0,-70.02,-69.57,0.0,,
2945,aastocks,0318.HK,2020/10,2020,quarterly,HKD,,,,0.065,,13000000.0,371.71,364.29,0.0,,
2946,aastocks,0320.HK,2016/03,2016,annual,HKD,,,,0.117,,98000000.0,28.07,27.17,0.058,,
2947,aastocks,0320.HK,2017/03,2017,annual,HKD,,,,0.151,,126000000.0,29.39,29.06,0.075,,
2948,aastocks,0320.HK,2018/03,2018,annual,HKD,,,,0.151,,126000000.0,-0.04,0.00,0.075,,
2949,aastocks,0320.HK,2019/03,2019,annual,HKD,,,,0.0123,,10000000.0,-91.86,-91.85,0.0164,,
2950,aastocks,0320.HK,2020/03,2020,annual,HKD,,,,0.0131,,11000000.0,6.84,6.50,0.0131,,
2951,aastocks,0320.HK,2016/09,2016,quarterly,HKD,,,,0.0504,,42000000.0,29.51,29.23,0.0,,
2952,aastocks,0320.HK,2017/09,2017,quarterly,HKD,,,,0.0641,,54000000.0,27.45,27.18,0.0,,
2953,aastocks,0320.HK,2018/09,2018,quarterly,HKD,,,,0.0297,,25000000.0,-53.55,-53.67,0.0,,
2954,aastocks,0320.HK,2019/09,2019,quarterly,HKD,,,,0.0199,,17000000.0,-33.01,-33.00,0.0,,
2955,aastocks,0320.HK,2020/09,2020,quarterly,HKD,,,,0.0025,,2000000.0,-87.38,-87.44,0.0,,
2956,aastocks,0321.HK,2016/03,2016,annual,HKD,,,,0.76,,1051000000.0,35.87,35.71,0.62,,
2957,aastocks,0321.HK,2017/03,2017,annual,HKD,,,,0.346,,479000000.0,-54.45,-54.47,0.62,,
2958,aastocks,0321.HK,2018/03,2018,annual,HKD,,,,0.22,,304000000.0,-36.40,-36.42,0.35,,
2959,aastocks,0321.HK,2019/03,2019,annual,HKD,,,,0.235,,325000000.0,6.87,6.82,0.3,,
2960,aastocks,0321.HK,2020/03,2020,annual,HKD,,,,0.122,,169000000.0,-48.02,-48.09,0.1,,
2961,aastocks,0321.HK,2016/09,2016,quarterly,HKD,,,,0.254,,352000000.0,-12.16,-12.41,0.3,,
2962,aastocks,0321.HK,2017/09,2017,quarterly,HKD,,,,0.13,,180000000.0,-48.73,-48.82,0.2,,
2963,aastocks,0321.HK,2018/09,2018,quarterly,HKD,,,,0.141,,195000000.0,8.34,8.46,0.15,,
2964,aastocks,0321.HK,2019/09,2019,quarterly,HKD,,,,0.153,,212000000.0,8.34,8.51,0.1,,
2965,aastocks,0321.HK,2020/09,2020,quarterly,HKD,,,,0.101,,140000000.0,-33.80,-33.99,0.05,,
2966,aastocks,0322.HK,2015/12,2015,annual,HKD,,,,0.3542,,1987000000.0,-36.03,-36.12,0.1775,,
2967,aastocks,0322.HK,2016/12,2016,annual,HKD,,,,0.245,,1372000000.0,-30.97,-30.83,0.1225,,
2968,aastocks,0322.HK,2017/12,2017,annual,HKD,,,,0.389,,2181000000.0,59.01,58.78,0.1946,,
2969,aastocks,0322.HK,2018/12,2018,annual,HKD,,,,0.4993,,2805000000.0,28.61,28.33,0.4992,,
2970,aastocks,0322.HK,2019/12,2019,annual,HKD,,,,0.6621,,3722000000.0,32.72,32.62,0.6603,,
2971,aastocks,0322.HK,2016/06,2016,quarterly,HKD,,,,0.0962,,541000000.0,-64.72,-64.84,0.0,,
2972,aastocks,0322.HK,2017/06,2017,quarterly,HKD,,,,0.144,,807000000.0,49.30,49.64,0.0,,
2973,aastocks,0322.HK,2018/06,2018,quarterly,HKD,,,,0.275,,1545000000.0,91.37,91.00,0.0,,
2974,aastocks,0322.HK,2019/06,2019,quarterly,HKD,,,,0.304,,1709000000.0,10.62,10.54,0.0,,
2975,aastocks,0322.HK,2020/06,2020,quarterly,HKD,,,,0.464,,2609000000.0,52.73,52.66,0.0,,
2976,aastocks,0323.HK,2015/12,2015,annual,HKD,,,,-0.7338,,-5650000000.0,-,-,0.0,,
2977,aastocks,0323.HK,2016/12,2016,annual,HKD,,,,0.1774,,1366000000.0,-,-,0.0,,
2978,aastocks,0323.HK,2017/12,2017,annual,HKD,,,,0.6429,,4950000000.0,262.49,262.46,0.1978,,
2979,aastocks,0323.HK,2018/12,2018,annual,HKD,,,,0.8788,,6767000000.0,36.70,36.70,0.4099,,
2980,aastocks,0323.HK,2019/12,2019,annual,HKD,,,,0.1637,,1261000000.0,-81.37,-81.37,0.0894,,
2981,aastocks,0323.HK,2016/06,2016,quarterly,HKD,,,,0.0683,,526000000.0,-,-,0.0,,
2982,aastocks,0323.HK,2017/06,2017,quarterly,HKD,,,,0.246,,1894000000.0,260.31,260.25,0.0,,
2983,aastocks,0323.HK,2018/06,2018,quarterly,HKD,,,,0.5263,,4053000000.0,113.97,113.97,0.0591,,
2984,aastocks,0323.HK,2019/06,2019,quarterly,HKD,,,,0.1689,,1301000000.0,-67.90,-67.91,0.0,,
2985,aastocks,0323.HK,2020/06,2020,quarterly,HKD,,,,0.1156,,890000000.0,-31.56,-31.53,0.0,,
2986,aastocks,0326.HK,2015/12,2015,annual,HKD,,,,0.1525,,108000000.0,-48.55,-62.11,0.0,,
2987,aastocks,0326.HK,2016/12,2016,annual,HKD,,,,-0.4298,,-336000000.0,-,-,0.0,,
2988,aastocks,0326.HK,2017/12,2017,annual,HKD,,,,0.077,,73000000.0,-,-,0.0,,
2989,aastocks,0326.HK,2018/12,2018,annual,HKD,,,,0.629,,1054000000.0,1.34K,716.88,0.15,,
2990,aastocks,0326.HK,2019/12,2019,annual,HKD,,,,-0.1217,,-335000000.0,-,-,0.125,,
2991,aastocks,0326.HK,2016/06,2016,quarterly,HKD,,,,-0.0518,,-39000000.0,-,-,0.0,,
2992,aastocks,0326.HK,2017/06,2017,quarterly,HKD,,,,-0.1336,,-127000000.0,-225.40,-157.92,0.0,,
2993,aastocks,0326.HK,2018/06,2018,quarterly,HKD,,,,1.1295,,1075000000.0,-,-,0.0,,
2994,aastocks,0326.HK,2019/06,2019,quarterly,HKD,,,,-0.006,,-17000000.0,-,-,0.125,,
2995,aastocks,0326.HK,2020/06,2020,quarterly,HKD,,,,-0.0236,,-63000000.0,-274.93,-293.33,0.0,,
2996,aastocks,0327.HK,2015/12,2015,annual,HKD,,,,0.56,,621000000.0,58.43,54.27,0.04,,
2997,aastocks,0327.HK,2016/12,2016,annual,HKD,,,,0.539,,601000000.0,-3.19,-3.75,0.08,,
2998,aastocks,0327.HK,2017/12,2017,annual,HKD,,,,0.367,,408000000.0,-32.18,-31.91,0.08,,
2999,aastocks,0327.HK,2018/12,2018,annual,HKD,,,,0.475,,522000000.0,28.21,29.43,0.08,,
3000,aastocks,0327.HK,2019/12,2019,annual,HKD,,,,0.567,,624000000.0,19.41,19.37,0.1,,
3001,aastocks,0327.HK,2016/06,2016,quarterly,HKD,,,,0.279,,311000000.0,0.50,0.00,0.04,,
3002,aastocks,0327.HK,2017/06,2017,quarterly,HKD,,,,0.238,,265000000.0,-14.69,-14.70,0.04,,
3003,aastocks,0327.HK,2018/06,2018,quarterly,HKD,,,,0.235,,258000000.0,-2.44,-1.26,0.04,,
3004,aastocks,0327.HK,2019/06,2019,quarterly,HKD,,,,0.296,,325000000.0,25.91,25.96,0.04,,
3005,aastocks,0327.HK,2020/06,2020,quarterly,HKD,,,,0.353,,384000000.0,18.02,19.26,0.07,,
3006,aastocks,0328.HK,2016/03,2016,annual,HKD,,,,0.873,,506000000.0,342.91,343.15,0.96,,
3007,aastocks,0328.HK,2017/03,2017,annual,HKD,,,,0.128,,74000000.0,-85.40,-85.34,0.1,,
3008,aastocks,0328.HK,2018/03,2018,annual,HKD,,,,-0.148,,-86000000.0,-,-,0.05,,
3009,aastocks,0328.HK,2019/03,2019,annual,HKD,,,,-0.948,,-563000000.0,-556.27,-540.54,0.0,,
3010,aastocks,0328.HK,2020/03,2020,annual,HKD,,,,-0.829,,-599000000.0,-6.44,12.55,0.0,,
3011,aastocks,0328.HK,2016/09,2016,quarterly,HKD,,,,0.08,,46000000.0,-35.01,-34.96,0.05,,
3012,aastocks,0328.HK,2017/09,2017,quarterly,HKD,,,,-0.063,,-37000000.0,-,-,0.03,,
3013,aastocks,0328.HK,2018/09,2018,quarterly,HKD,,,,-0.312,,-181000000.0,-393.69,-395.24,0.0,,
3014,aastocks,0328.HK,2019/09,2019,quarterly,HKD,,,,-0.3,,-217000000.0,-20.04,3.85,0.0,,
3015,aastocks,0328.HK,2020/09,2020,quarterly,HKD,,,,-0.219,,-158000000.0,27.10,27.00,0.0,,
3016,aastocks,0329.HK,2015/12,2015,annual,HKD,,,,0.03,,33000000.0,-89.63,-90.00,0.0,,
3017,aastocks,0329.HK,2016/12,2016,annual,HKD,,,,-0.42,,-450000000.0,-,-,0.0,,
3018,aastocks,0329.HK,2017/12,2017,annual,HKD,,,,0.0402,,43000000.0,-,-,0.0,,
3019,aastocks,0329.HK,2018/12,2018,annual,HKD,,,,-0.0574,,-61000000.0,-,-,0.0,,
3020,aastocks,0329.HK,2019/12,2019,annual,HKD,,,,-0.0914,,-97000000.0,-59.39,-59.23,0.0,,
3021,aastocks,0329.HK,2016/06,2016,quarterly,HKD,,,,-0.162,,-172000000.0,-,-,0.0,,
3022,aastocks,0329.HK,2017/06,2017,quarterly,HKD,,,,-0.0182,,-19000000.0,88.74,88.77,0.0,,
3023,aastocks,0329.HK,2018/06,2018,quarterly,HKD,,,,-0.0002,,0.0,99.01,98.90,0.0,,
3024,aastocks,0329.HK,2019/06,2019,quarterly,HKD,,,,-0.0715,,-76000000.0,-39365.10,-35650.00,0.0,,
3025,aastocks,0329.HK,2020/06,2020,quarterly,HKD,,,,-0.0228,,-24000000.0,68.16,68.11,0.0,,
3026,aastocks,0330.HK,2016/06,2016,annual,HKD,,,,0.01,,21000000.0,-,-,0.0,,
3027,aastocks,0330.HK,2017/06,2017,annual,HKD,,,,0.03,,67000000.0,219.05,200.00,0.0,,
3028,aastocks,0330.HK,2018/06,2018,annual,HKD,,,,-1.35,,-2554000000.0,-,-,0.0,,
3029,aastocks,0330.HK,2019/06,2019,annual,HKD,,,,-1.14,,-2144000000.0,16.05,15.56,0.0,,
3030,aastocks,0330.HK,2020/06,2020,annual,HKD,,,,-2.12,,-3992000000.0,-86.19,-85.96,0.0,,
3031,aastocks,0330.HK,2015/12,2015,quarterly,HKD,,,,-0.12,,-238000000.0,-,-,0.0,,
3032,aastocks,0330.HK,2016/12,2016,quarterly,HKD,,,,0.03,,61000000.0,-,-,0.0,,
3033,aastocks,0330.HK,2017/12,2017,quarterly,HKD,,,,-0.5,,-954000000.0,-,-,0.0,,
3034,aastocks,0330.HK,2018/12,2018,quarterly,HKD,,,,-0.94,,-1773000000.0,-85.85,-88.00,0.0,,
3035,aastocks,0330.HK,2019/12,2019,quarterly,HKD,,,,-0.18,,-331000000.0,81.33,80.85,0.0,,
3036,aastocks,0331.HK,2016/06,2016,annual,HKD,,,,0.43,,163000000.0,9.43,-14.00,0.144,,
3037,aastocks,0331.HK,2017/06,2017,annual,HKD,,,,0.5,,225000000.0,38.10,16.28,0.155,,
3038,aastocks,0331.HK,2018/06,2018,annual,HKD,,,,0.53,,237000000.0,5.05,6.00,0.211,,
3039,aastocks,0331.HK,2019/06,2019,annual,HKD,,,,0.68,,307000000.0,29.81,28.30,0.22,,
3040,aastocks,0331.HK,2020/06,2020,annual,HKD,,,,0.68,,305000000.0,-0.78,0.00,0.272,,
3041,aastocks,0331.HK,2016/12,2016,quarterly,HKD,,,,0.18,,82000000.0,9.12,-25.00,0.074,,
3042,aastocks,0331.HK,2017/12,2017,quarterly,HKD,,,,0.27,,121000000.0,46.86,50.00,0.078,,
3043,aastocks,0331.HK,2018/12,2018,quarterly,HKD,,,,0.31,,139000000.0,14.91,14.81,0.101,,
3044,aastocks,0331.HK,2019/12,2019,quarterly,HKD,,,,0.32,,144000000.0,3.43,3.23,0.128,,
3045,aastocks,0331.HK,2020/12,2020,quarterly,HKD,,,,0.72,,325000000.0,126.11,125.00,0.289,,
3046,aastocks,0332.HK,2016/03,2016,annual,HKD,,,,0.0022,,12000000.0,-51.84,-52.09,0.0,,
3047,aastocks,0332.HK,2017/03,2017,annual,HKD,,,,-0.0167,,-95000000.0,-,-,0.0,,
3048,aastocks,0332.HK,2018/03,2018,annual,HKD,,,,0.0272,,178000000.0,-,-,0.0,,
3049,aastocks,0332.HK,2019/03,2019,annual,HKD,,,,0.005,,33000000.0,-81.36,-81.58,0.0,,
3050,aastocks,0332.HK,2020/03,2020,annual,HKD,,,,-0.009,,-59000000.0,-,-,0.0,,
3051,aastocks,0332.HK,2016/09,2016,quarterly,HKD,,,,0.001,,6000000.0,-76.51,-78.24,0.0,,
3052,aastocks,0332.HK,2017/09,2017,quarterly,HKD,,,,0.0107,,69000000.0,1.11K,954.79,0.0,,
3053,aastocks,0332.HK,2018/09,2018,quarterly,HKD,,,,0.0028,,18000000.0,-73.76,-73.81,0.0,,
3054,aastocks,0332.HK,2019/09,2019,quarterly,HKD,,,,0.0041,,27000000.0,45.57,45.43,0.0,,
3055,aastocks,0332.HK,2020/09,2020,quarterly,HKD,,,,-0.0073,,-48000000.0,-,-,0.0,,
3056,aastocks,0333.HK,2016/06,2016,annual,HKD,,,,0.15,,32000000.0,-5.50,-6.25,0.1,,
3057,aastocks,0333.HK,2017/06,2017,annual,HKD,,,,0.025,,5000000.0,-83.29,-83.33,0.1,,
3058,aastocks,0333.HK,2018/06,2018,annual,HKD,,,,0.06,,13000000.0,138.45,140.00,0.1,,
3059,aastocks,0333.HK,2019/06,2019,annual,HKD,,,,-0.285,,-61000000.0,-,-,0.0,,
3060,aastocks,0333.HK,2020/06,2020,annual,HKD,,,,-0.359,,-77000000.0,-26.15,-25.96,0.0,,
3061,aastocks,0333.HK,2016/12,2016,quarterly,HKD,,,,0.0079,,2000000.0,-90.90,-90.91,0.05,,
3062,aastocks,0333.HK,2017/12,2017,quarterly,HKD,,,,0.0922,,20000000.0,1.07K,1.07K,0.05,,
3063,aastocks,0333.HK,2018/12,2018,quarterly,HKD,,,,-0.0549,,-12000000.0,-,-,0.0,,
3064,aastocks,0333.HK,2019/12,2019,quarterly,HKD,,,,-0.0676,,-15000000.0,-23.13,-23.13,0.0,,
3065,aastocks,0333.HK,2020/12,2020,quarterly,HKD,,,,0.1149,,25000000.0,-,-,0.0,,
3066,aastocks,0334.HK,2016/12,2016,annual,HKD,,,,0.0543,,101000000.0,225.97,37.10,0.02,,
3067,aastocks,0334.HK,2017/12,2017,annual,HKD,,,,0.0689,,139000000.0,37.05,26.86,0.02,,
3068,aastocks,0334.HK,2018/12,2018,annual,HKD,,,,0.045,,93000000.0,-32.89,-34.76,0.0,,
3069,aastocks,0334.HK,2019/12,2019,annual,HKD,,,,0.028,,59000000.0,-37.06,-37.63,0.0,,
3070,aastocks,0334.HK,2020/12,2020,annual,HKD,,,,0.0143,,30000000.0,-48.86,-49.01,0.0,,
3071,aastocks,0334.HK,2016/06,2016,quarterly,HKD,,,,0.0027,,5000000.0,-,-,0.0,,
3072,aastocks,0334.HK,2017/06,2017,quarterly,HKD,,,,0.0386,,77000000.0,1.56K,1.35K,0.0,,
3073,aastocks,0334.HK,2018/06,2018,quarterly,HKD,,,,-0.0069,,-14000000.0,-,-,0.0,,
3074,aastocks,0334.HK,2019/06,2019,quarterly,HKD,,,,0.0072,,15000000.0,-,-,0.0,,
3075,aastocks,0334.HK,2020/06,2020,quarterly,HKD,,,,-0.0463,,-97000000.0,-,-,0.0,,
3076,aastocks,0335.HK,2016/03,2016,annual,HKD,,,,0.387,,518000000.0,64.33,64.68,0.03,,
3077,aastocks,0335.HK,2017/03,2017,annual,HKD,,,,0.084,,226000000.0,-56.42,-78.29,0.018,,
3078,aastocks,0335.HK,2018/03,2018,annual,HKD,,,,0.061,,164000000.0,-27.57,-27.38,0.036,,
3079,aastocks,0335.HK,2019/03,2019,annual,HKD,,,,0.095,,255000000.0,55.64,55.74,0.02,,
3080,aastocks,0335.HK,2020/03,2020,annual,HKD,,,,0.018,,48000000.0,-81.25,-81.05,0.01,,
3081,aastocks,0335.HK,2016/09,2016,quarterly,HKD,,,,0.0129,,35000000.0,-93.02,-93.01,0.0,,
3082,aastocks,0335.HK,2017/09,2017,quarterly,HKD,,,,0.0136,,37000000.0,5.92,5.43,0.0,,
3083,aastocks,0335.HK,2018/09,2018,quarterly,HKD,,,,0.0245,,66000000.0,79.75,80.15,0.0,,
3084,aastocks,0335.HK,2019/09,2019,quarterly,HKD,,,,0.0161,,43000000.0,-34.52,-34.29,0.0,,
3085,aastocks,0335.HK,2020/09,2020,quarterly,HKD,,,,0.0146,,39000000.0,-8.89,-9.32,0.0,,
3086,aastocks,0336.HK,2016/03,2016,annual,HKD,,,,0.4669,,1450000000.0,-27.00,-27.07,0.0,,
3087,aastocks,0336.HK,2017/03,2017,annual,HKD,,,,0.3871,,1203000000.0,-17.07,-17.10,0.22,,
3088,aastocks,0336.HK,2018/03,2018,annual,HKD,,,,0.5081,,1579000000.0,31.32,31.27,0.31,,
3089,aastocks,0336.HK,2018/12,2018,annual,HKD,,,,0.3729,,1159000000.0,-,-,0.377,,
3090,aastocks,0336.HK,2019/12,2019,annual,HKD,,,,0.3998,,1243000000.0,7.21,7.23,0.188,,
3091,aastocks,0336.HK,2016/09,2016,quarterly,HKD,,,,0.1795,,558000000.0,-1.34,-1.37,0.0,,
3092,aastocks,0336.HK,2017/09,2017,quarterly,HKD,,,,0.1728,,537000000.0,-3.70,-3.73,0.16,,
3093,aastocks,0336.HK,2018/09,2018,quarterly,HKD,,,,0.1748,,543000000.0,1.13,1.13,0.1,,
3094,aastocks,0336.HK,2019/06,2019,quarterly,HKD,,,,0.1756,,546000000.0,-,-,0.088,,
3095,aastocks,0336.HK,2020/06,2020,quarterly,HKD,,,,-0.016,,-50000000.0,-,-,0.06,,
3096,aastocks,0337.HK,2015/12,2015,annual,HKD,,,,0.0941,,259000000.0,92.75,88.49,0.0,,
3097,aastocks,0337.HK,2016/12,2016,annual,HKD,,,,0.4334,,1236000000.0,377.30,360.62,0.1,,
3098,aastocks,0337.HK,2017/12,2017,annual,HKD,,,,0.5515,,1582000000.0,27.94,27.25,0.15,,
