id,source,sid,period,year,frequency,currency,total_revenue,gross_profit,net_income,basic_eps,norm_ebitda,net_profit,net_profit_growth,eps_growth,dividend_per_share,created_date,updated_date,month
20,aastocks,0001.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,3.37,0.0,13000000000.0,-29.05,-29.05,0.614,0.0,0.0,06
21,aastocks,0002.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,5.03,0.0,12711000000.0,-18.81,-18.87,2.8,0.0,0.0,12
22,aastocks,0002.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,5.64,0.0,14249000000.0,12.1,12.13,2.91,0.0,0.0,12
23,aastocks,0002.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,5.36,0.0,13550000000.0,-4.91,-4.96,3.02,0.0,0.0,12
24,aastocks,0002.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,1.84,0.0,4657000000.0,-65.63,-65.67,3.08,0.0,0.0,12
25,aastocks,0002.HK,2020/12,2020,annual,HKD,0.0,0.0,0.0,4.53,0.0,11456000000.0,146.0,146.2,3.1,0.0,0.0,12
26,aastocks,0002.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,2.42,0.0,6125000000.0,7.02,6.61,0.57,0.0,0.0,06
27,aastocks,0002.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,2.34,0.0,5909000000.0,-3.53,-3.31,0.59,0.0,0.0,06
28,aastocks,0002.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,2.94,0.0,7436000000.0,25.84,25.64,0.61,0.0,0.0,06
29,aastocks,0002.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,-0.36,0.0,-907000000.0,-1.1219741796664873,-1.1224489795918366,0.63,0.0,0.0,06
30,aastocks,0002.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,2.38,0.0,6010000000.0,7.626240352811466,7.611111111111111,0.63,0.0,0.0,06
31,aastocks,0003.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,0.574,0.0,7302000000.0,2.71,-6.67,0.35,0.0,0.0,12
32,aastocks,0003.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,0.525,0.0,7341000000.0,0.53,-8.54,0.35,0.0,0.0,12
33,aastocks,0003.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,0.535,0.0,8225000000.0,12.05,1.9,0.35,0.0,0.0,12
34,aastocks,0003.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,0.55,0.0,9313000000.0,13.22,2.8,0.35,0.0,0.0,12
35,aastocks,0003.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,0.41200000000000003,0.0,6966000000.0,-25.2,-25.09,0.35,0.0,0.0,12
36,aastocks,0003.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,0.31,0.0,4331000000.0,3.18,-6.06,0.12,0.0,0.0,06
37,aastocks,0003.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,0.29100000000000004,0.0,4472000000.0,3.26,-6.13,0.12,0.0,0.0,06
38,aastocks,0003.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,0.28300000000000003,0.0,4789000000.0,7.1,-2.75,0.12,0.0,0.0,06
39,aastocks,0003.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.21899999999999997,0.0,3889000000.0,-18.79,-22.61,0.12,0.0,0.0,06
40,aastocks,0003.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,0.15,0.0,2667000000.0,-31.43,-31.51,0.12,0.0,0.0,06
41,aastocks,0004.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,7.07,0.0,21440000000.0,33.8,33.65,2.15,0.0,0.0,12
42,aastocks,0004.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,7.21,0.0,21876000000.0,2.03,1.98,1.59,0.0,0.0,12
43,aastocks,0004.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,2.18,0.0,6623000000.0,-69.72,-69.76,0.65,0.0,0.0,12
44,aastocks,0004.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,1.11,0.0,3386000000.0,-48.88,-49.08,0.325,0.0,0.0,12
45,aastocks,0004.HK,2020/12,2020,annual,HKD,0.0,0.0,0.0,1.27,0.0,3864000000.0,14.12,14.41,0.4,0.0,0.0,12
46,aastocks,0004.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,2.22,0.0,6725000000.0,-3.35,-3.48,0.58,0.0,0.0,06
47,aastocks,0004.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,2.78,0.0,8441000000.0,25.52,25.23,0.64,0.0,0.0,06
48,aastocks,0004.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,0.94,0.0,2860000000.0,-66.12,-66.19,0.25,0.0,0.0,06
49,aastocks,0004.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.8,0.0,2450000000.0,-14.34,-14.89,0.25,0.0,0.0,06
50,aastocks,0004.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.57,0.0,-1741000000.0,-1.7106122448979593,-1.7125000000000001,0.2,0.0,0.0,06
51,aastocks,0005.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,0.5428,0.0,19222000000.0,-81.66,-89.23,3.877,0.0,0.0,12
52,aastocks,0005.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,3.7507,0.0,84376000000.0,338.95,591.02,3.9851,0.0,0.0,12
53,aastocks,0005.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,4.9354,0.0,107537000000.0,27.45,31.59,3.9953,0.0,0.0,12
54,aastocks,0005.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,2.3361,0.0,46481000000.0,-56.78,-52.67,2.3361,0.0,0.0,12
55,aastocks,0005.HK,2020/12,2020,annual,HKD,0.0,0.0,0.0,1.4731,0.0,30221000000.0,-34.98,-36.94,1.163,0.0,0.0,12
56,aastocks,0005.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,2.4827,0.0,53627000000.0,-28.07,-33.27,0.7759,0.0,0.0,06
