id,source,sid,period,year,frequency,currency,total_revenue,gross_profit,net_income,basic_eps,norm_ebitda,net_profit,net_profit_growth,eps_growth,dividend_per_share,created_date,updated_date,month
4129,aastocks,0472.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,-0.0492,0.0,-189000000.0,-3.953125,-3.795454545454545,0.0,0.0,0.0,12
4130,aastocks,0472.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,-0.0072,0.0,-16000000.0,-6.06,20.88,0.0,0.0,0.0,06
4131,aastocks,0472.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,-0.0089,0.0,-28000000.0,-74.9,-23.61,0.0,0.0,0.0,06
4132,aastocks,0472.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,-0.0046,0.0,-15000000.0,48.09,48.31,0.0,0.0,0.0,06
4133,aastocks,0472.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,-0.0234,0.0,-100000000.0,-586.49,-408.7,0.0,0.0,0.0,06
4134,aastocks,0472.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.0136,0.0,-43000000.0,56.69,41.88,0.0,0.0,0.0,06
4135,aastocks,0474.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,0.1477,0.0,524000000.0,-65.56,-76.33,0.0,0.0,0.0,03
4136,aastocks,0474.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,-0.6391,0.0,-3079000000.0,-6.875954198473282,-5.327014218009478,0.0,0.0,0.0,03
4137,aastocks,0474.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,-0.0911,0.0,-445000000.0,85.55,85.75,0.0,0.0,0.0,03
4138,aastocks,0474.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,-0.0771,0.0,-381000000.0,14.39,15.37,0.0,0.0,0.0,03
4139,aastocks,0474.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,-0.0491,0.0,-284000000.0,25.51,36.32,0.0,0.0,0.0,03
4140,aastocks,0474.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,-0.3057,0.0,-1254000000.0,0.0,0.0,0.0,0.0,0.0,09
4141,aastocks,0474.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,-0.0301,0.0,-147000000.0,88.28,90.15,0.0,0.0,0.0,09
4142,aastocks,0474.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,-0.0792,0.0,-388000000.0,-163.96,-163.12,0.0,0.0,0.0,09
4143,aastocks,0474.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,-0.0087,0.0,-47000000.0,87.81,89.02,0.0,0.0,0.0,09
4144,aastocks,0474.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,-0.07,0.0,-434000000.0,-817.97,-704.6,0.0,0.0,0.0,09
4145,aastocks,0475.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,-0.1184,0.0,-37000000.0,-66.14,-53.97,0.0,0.0,0.0,03
4146,aastocks,0475.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,-0.115,0.0,-38000000.0,-3.08,2.87,0.0,0.0,0.0,03
4147,aastocks,0475.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,-0.07,0.0,-23000000.0,39.12,39.13,0.0,0.0,0.0,03
4148,aastocks,0475.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,-0.1075,0.0,-36000000.0,-54.14,-53.57,0.0,0.0,0.0,03
4149,aastocks,0475.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,-0.0986,0.0,-33000000.0,5.98,8.28,0.0,0.0,0.0,03
4150,aastocks,0475.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,-0.0667,0.0,-22000000.0,-93.4,-72.35,0.0,0.0,0.0,09
4151,aastocks,0475.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,-0.0361,0.0,-12000000.0,45.87,45.88,0.0,0.0,0.0,09
4152,aastocks,0475.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,-0.0387,0.0,-13000000.0,-7.23,-7.2,0.0,0.0,0.0,09
4153,aastocks,0475.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,-0.0435,0.0,-15000000.0,-15.05,-12.4,0.0,0.0,0.0,09
4154,aastocks,0475.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,-0.0237,0.0,-9000000.0,39.89,45.52,0.0,0.0,0.0,09
4155,aastocks,0476.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,-0.03,0.0,-120000000.0,-148.15,-50.0,0.0,0.0,0.0,03
4156,aastocks,0476.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,-0.03,0.0,-118000000.0,1.44,0.0,0.0,0.0,0.0,03
4157,aastocks,0476.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,-0.07,0.0,-322000000.0,-171.82,-133.33,0.0,0.0,0.0,03
4158,aastocks,0476.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,-0.03,0.0,-157000000.0,51.34,57.14,0.0,0.0,0.0,03
4159,aastocks,0476.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,-0.02,0.0,-147000000.0,6.24,33.33,0.0,0.0,0.0,03
4160,aastocks,0476.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,-0.01,0.0,-49000000.0,28.92,50.0,0.0,0.0,0.0,09
4161,aastocks,0476.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,-0.01,0.0,-52000000.0,-6.43,0.0,0.0,0.0,0.0,09
4162,aastocks,0476.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,-0.01,0.0,-52000000.0,0.95,0.0,0.0,0.0,0.0,09
4163,aastocks,0476.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,-0.01,0.0,-37000000.0,27.43,0.0,0.0,0.0,0.0,09
4164,aastocks,0476.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,-0.004,0.0,-28000000.0,25.91,60.0,0.0,0.0,0.0,09
4165,aastocks,0479.HK,2015/06,2015,annual,HKD,0.0,0.0,0.0,-0.0245,0.0,-61000000.0,-7.71,26.87,0.0,0.0,0.0,06
4166,aastocks,0479.HK,2016/06,2016,annual,HKD,0.0,0.0,0.0,0.006,0.0,18000000.0,1.2950819672131149,1.2448979591836733,0.0,0.0,0.0,06
4167,aastocks,0479.HK,2017/06,2017,annual,HKD,0.0,0.0,0.0,-0.0166,0.0,-60000000.0,-4.333333333333333,-3.766666666666667,0.0,0.0,0.0,06
4168,aastocks,0479.HK,2018/06,2018,annual,HKD,0.0,0.0,0.0,-0.0319,0.0,-126000000.0,-110.49,-92.17,0.0,0.0,0.0,06
4169,aastocks,0479.HK,2019/06,2019,annual,HKD,0.0,0.0,0.0,-0.013000000000000001,0.0,-56000000.0,55.57,59.25,0.0,0.0,0.0,06
4170,aastocks,0479.HK,2015/12,2015,quarterly,HKD,0.0,0.0,0.0,0.015,0.0,41000000.0,0.0,0.0,0.0,0.0,0.0,12
4171,aastocks,0479.HK,2016/12,2016,quarterly,HKD,0.0,0.0,0.0,-0.0077,0.0,-28000000.0,-1.6829268292682926,-1.5133333333333332,0.0,0.0,0.0,12
4172,aastocks,0479.HK,2017/12,2017,quarterly,HKD,0.0,0.0,0.0,-0.0075,0.0,-27000000.0,2.3,2.6,0.0,0.0,0.0,12
4173,aastocks,0479.HK,2018/12,2018,quarterly,HKD,0.0,0.0,0.0,-0.0076,0.0,-33000000.0,-20.37,-1.33,0.0,0.0,0.0,12
4174,aastocks,0479.HK,2019/12,2019,quarterly,HKD,0.0,0.0,0.0,-0.003,0.0,-13000000.0,59.31,60.53,0.0,0.0,0.0,12
4175,aastocks,0480.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,0.581,0.0,784000000.0,-13.86,-13.8,0.0,0.0,0.0,03
4176,aastocks,0480.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,0.61,0.0,824000000.0,5.1,4.99,0.07,0.0,0.0,03
4177,aastocks,0480.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,1.5519999999999998,0.0,2305000000.0,179.78,154.43,0.1,0.0,0.0,03
4178,aastocks,0480.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,1.486,0.0,2207000000.0,-4.26,-4.25,0.1,0.0,0.0,03
4179,aastocks,0480.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,1.094,0.0,1625000000.0,-26.39,-26.38,0.12,0.0,0.0,03
4180,aastocks,0480.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,0.45,0.0,608000000.0,-8.28,-8.35,0.0,0.0,0.0,09
4181,aastocks,0480.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,0.513,0.0,763000000.0,25.49,14.0,0.03,0.0,0.0,09
4182,aastocks,0480.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,0.687,0.0,1020000000.0,33.75,33.92,0.04,0.0,0.0,09
4183,aastocks,0480.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,0.632,0.0,939000000.0,-7.93,-8.01,0.05,0.0,0.0,09
4184,aastocks,0480.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,0.4,0.0,594000000.0,-36.8,-36.71,0.04,0.0,0.0,09
4185,aastocks,0482.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,-0.10800000000000001,0.0,-103000000.0,61.0,66.04,0.0,0.0,0.0,12
4186,aastocks,0482.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,-0.053,0.0,-78000000.0,24.73,50.93,0.0,0.0,0.0,12
4187,aastocks,0482.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,-0.045,0.0,-106000000.0,-36.24,15.09,0.0,0.0,0.0,12
4188,aastocks,0482.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,-0.057,0.0,-187000000.0,-77.16,-26.67,0.0,0.0,0.0,12
4189,aastocks,0482.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,-0.096,0.0,-315000000.0,-68.3,-68.42,0.0,0.0,0.0,12
4190,aastocks,0482.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,0.0035,0.0,5000000.0,-25.36,-50.0,0.0,0.0,0.0,06
4191,aastocks,0482.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,-0.0417,0.0,-64000000.0,-13.8,-12.914285714285715,0.0,0.0,0.0,06
4192,aastocks,0482.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,-0.0192,0.0,-63000000.0,1.21,53.96,0.0,0.0,0.0,06
4193,aastocks,0482.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.0445,0.0,146000000.0,3.3174603174603177,3.317708333333333,0.0,0.0,0.0,06
4194,aastocks,0482.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.0004,0.0,-1000000.0,-1.0068493150684932,-1.0089887640449438,0.0,0.0,0.0,06
4195,aastocks,0483.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,0.14400000000000002,0.0,53000000.0,-59.07,-59.32,0.06,0.0,0.0,03
4196,aastocks,0483.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,0.177,0.0,65000000.0,22.53,22.92,0.075,0.0,0.0,03
4197,aastocks,0483.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,0.111,0.0,41000000.0,-37.42,-37.29,0.075,0.0,0.0,03
4198,aastocks,0483.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,-0.16899999999999998,0.0,-62000000.0,-2.5121951219512195,-2.522522522522522,0.06,0.0,0.0,03
4199,aastocks,0483.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,-0.47,0.0,-173000000.0,-177.93,-178.11,0.34,0.0,0.0,03
4200,aastocks,0483.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,-0.163,0.0,-60000000.0,-125.58,-126.39,0.0,0.0,0.0,09
4201,aastocks,0483.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,-0.131,0.0,-48000000.0,19.55,19.63,0.0,0.0,0.0,09
4202,aastocks,0483.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,-0.152,0.0,-56000000.0,-15.74,-16.03,0.0,0.0,0.0,09
4203,aastocks,0483.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,-0.259,0.0,-95000000.0,-70.34,-70.39,0.0,0.0,0.0,09
4204,aastocks,0483.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,-0.102,0.0,-38000000.0,60.53,60.62,0.025,0.0,0.0,09
4205,aastocks,0484.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,-1.1173,0.0,-152000000.0,-215.88,-198.45,0.0,0.0,0.0,12
4206,aastocks,0484.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,-3.2115,0.0,-439000000.0,-189.12,-187.44,0.0,0.0,0.0,12
4207,aastocks,0484.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,0.6474,0.0,89000000.0,1.2027334851936218,1.2015880429705745,0.0,0.0,0.0,12
4208,aastocks,0484.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,-2.3797,0.0,-324000000.0,-4.640449438202247,-4.675780043249922,0.0,0.0,0.0,12
4209,aastocks,0484.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,-1.6539,0.0,-241000000.0,25.63,30.5,0.0,0.0,0.0,12
4210,aastocks,0484.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,-1.0567,0.0,-144000000.0,-698.81,-669.0,0.0,0.0,0.0,06
4211,aastocks,0484.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,-0.1498,0.0,-20000000.0,85.85,85.82,0.0,0.0,0.0,06
4212,aastocks,0484.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,-2.1161,0.0,-290000000.0,-1322.33,-1312.22,0.0,0.0,0.0,06
4213,aastocks,0484.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.0909,0.0,12000000.0,1.0413793103448277,1.042956382023534,0.0,0.0,0.0,06
4214,aastocks,0484.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.1644,0.0,-26000000.0,-3.1666666666666665,-2.8085808580858083,0.0,0.0,0.0,06
4215,aastocks,0485.HK,2016/03,2016,annual,HKD,0.0,0.0,0.0,-0.0143,0.0,-22000000.0,90.99,87.92,0.0,0.0,0.0,03
4216,aastocks,0485.HK,2017/03,2017,annual,HKD,0.0,0.0,0.0,-0.0126,0.0,-46000000.0,-107.05,11.89,0.0,0.0,0.0,03
4217,aastocks,0485.HK,2018/03,2018,annual,HKD,0.0,0.0,0.0,-0.0071,0.0,-27000000.0,40.83,43.65,0.0,0.0,0.0,03
4218,aastocks,0485.HK,2019/03,2019,annual,HKD,0.0,0.0,0.0,-0.0035,0.0,-14000000.0,48.81,50.7,0.0,0.0,0.0,03
4219,aastocks,0485.HK,2020/03,2020,annual,HKD,0.0,0.0,0.0,-0.0059,0.0,-25000000.0,-80.04,-68.57,0.0,0.0,0.0,03
4220,aastocks,0485.HK,2016/09,2016,quarterly,HKD,0.0,0.0,0.0,0.0013,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,09
4221,aastocks,0485.HK,2017/09,2017,quarterly,HKD,0.0,0.0,0.0,0.0009,0.0,3000000.0,-41.49,-30.77,0.0,0.0,0.0,09
4222,aastocks,0485.HK,2018/09,2018,quarterly,HKD,0.0,0.0,0.0,-0.0019,0.0,-8000000.0,-3.6666666666666665,-3.111111111111111,0.0,0.0,0.0,09
4223,aastocks,0485.HK,2019/09,2019,quarterly,HKD,0.0,0.0,0.0,-0.0375,0.0,-8000000.0,-5.84,-1873.68,0.0,0.0,0.0,09
4224,aastocks,0485.HK,2020/09,2020,quarterly,HKD,0.0,0.0,0.0,-0.0171,0.0,-4000000.0,54.26,54.4,0.0,0.0,0.0,09
4225,aastocks,0486.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,0.2868,0.0,4325000000.0,0.0,0.0,0.1275,0.0,0.0,12
4226,aastocks,0486.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,0.6048,0.0,9142000000.0,111.39,110.91,0.1276,0.0,0.0,12
4227,aastocks,0486.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,0.6251,0.0,9549000000.0,4.45,3.36,0.1539,0.0,0.0,12
4228,aastocks,0486.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,0.8774,0.0,13302000000.0,39.31,40.36,0.0,0.0,0.0,12
4229,aastocks,0486.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,0.4906,0.0,7476000000.0,-43.8,-44.09,0.0,0.0,0.0,12
4230,aastocks,0486.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,0.1334,0.0,2025000000.0,-70.28,-70.27,0.0,0.0,0.0,06
4231,aastocks,0486.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,0.2412,0.0,3669000000.0,81.2,80.77,0.1538,0.0,0.0,06
4232,aastocks,0486.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,0.4919,0.0,7469000000.0,103.57,103.93,0.0,0.0,0.0,06
4233,aastocks,0486.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.2867,0.0,4883000000.0,-34.63,-41.72,0.0,0.0,0.0,06
4234,aastocks,0486.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.0636,0.0,-961000000.0,-1.196805242678681,-1.2218346703871643,0.0,0.0,0.0,06
4235,aastocks,0487.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,-0.0014,0.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,12
4236,aastocks,0487.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,-0.0063,0.0,-31000000.0,-364.42,-350.0,0.0,0.0,0.0,12
4237,aastocks,0487.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,-0.0061,0.0,-30000000.0,3.77,3.17,0.0,0.0,0.0,12
4238,aastocks,0487.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,0.0111,0.0,54000000.0,2.8,2.819672131147541,0.0,0.0,0.0,12
4239,aastocks,0487.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,0.0151,0.0,74000000.0,36.23,36.04,0.0,0.0,0.0,12
4240,aastocks,0487.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,-0.0026,0.0,-13000000.0,-571.62,-550.0,0.0,0.0,0.0,06
4241,aastocks,0487.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,-0.0043,0.0,-21000000.0,-67.07,-65.38,0.0,0.0,0.0,06
4242,aastocks,0487.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,0.003,0.0,15000000.0,1.7142857142857142,1.697674418604651,0.0,0.0,0.0,06
4243,aastocks,0487.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,0.0099,0.0,49000000.0,232.34,230.0,0.0,0.0,0.0,06
4244,aastocks,0487.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.0268,0.0,-132000000.0,-3.693877551020408,-3.707070707070707,0.0,0.0,0.0,06
4245,aastocks,0488.HK,2016/07,2016,annual,HKD,0.0,0.0,0.0,2.269,0.0,1148000000.0,-43.1,2220.0,0.0019,0.0,0.0,07
4246,aastocks,0488.HK,2017/07,2017,annual,HKD,0.0,0.0,0.0,3.465,0.0,2094000000.0,82.3,52.71,0.1,0.0,0.0,07
4247,aastocks,0488.HK,2018/07,2018,annual,HKD,0.0,0.0,0.0,7.159,0.0,4335000000.0,107.07,106.61,0.10800000000000001,0.0,0.0,07
4248,aastocks,0488.HK,2019/07,2019,annual,HKD,0.0,0.0,0.0,7.9879999999999995,0.0,4843000000.0,11.71,11.58,0.10800000000000001,0.0,0.0,07
4249,aastocks,0488.HK,2020/07,2020,annual,HKD,0.0,0.0,0.0,-4.825,0.0,-2935000000.0,-1.6060293206690068,-1.6040310465698546,0.0,0.0,0.0,07
4250,aastocks,0488.HK,2016/01,2016,quarterly,HKD,0.0,0.0,0.0,0.049,0.0,1013000000.0,11.53,8.89,0.0,0.0,0.0,01
4251,aastocks,0488.HK,2017/01,2017,quarterly,HKD,0.0,0.0,0.0,1.5130000000000001,0.0,913000000.0,-9.87,2990.0,0.0,0.0,0.0,01
4252,aastocks,0488.HK,2018/01,2018,quarterly,HKD,0.0,0.0,0.0,2.022,0.0,1224000000.0,34.0,33.64,0.0,0.0,0.0,01
4253,aastocks,0488.HK,2019/01,2019,quarterly,HKD,0.0,0.0,0.0,8.376,0.0,5076000000.0,314.85,314.24,0.0,0.0,0.0,01
4254,aastocks,0488.HK,2020/01,2020,quarterly,HKD,0.0,0.0,0.0,-1.829,0.0,-1109000000.0,-1.2184791174152876,-1.2183619866284623,0.0,0.0,0.0,01
4255,aastocks,0489.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,1.5766,0.0,13584000000.0,-14.94,-14.94,0.2352,0.0,0.0,12
4256,aastocks,0489.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,1.7212,0.0,14830000000.0,9.17,9.18,0.2556,0.0,0.0,12
4257,aastocks,0489.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,1.9568,0.0,16858000000.0,13.68,13.69,0.4196,0.0,0.0,12
4258,aastocks,0489.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,1.7152,0.0,14778000000.0,-12.34,-12.35,0.3985,0.0,0.0,12
4259,aastocks,0489.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,1.6676,0.0,14369000000.0,-2.77,-2.77,0.3911,0.0,0.0,12
4260,aastocks,0489.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,0.91,0.0,7840000000.0,-8.84,-8.84,0.0,0.0,0.0,06
4261,aastocks,0489.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,0.9395,0.0,8095000000.0,3.25,3.24,0.1153,0.0,0.0,06
4262,aastocks,0489.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,1.107,0.0,9538000000.0,17.82,17.83,0.1182,0.0,0.0,06
4263,aastocks,0489.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,1.1212,0.0,9661000000.0,1.29,1.29,0.1137,0.0,0.0,06
4264,aastocks,0489.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,0.384,0.0,3308000000.0,-65.76,-65.75,0.1096,0.0,0.0,06
4265,aastocks,0491.HK,2016/06,2016,annual,HKD,0.0,0.0,0.0,-0.05,0.0,-106000000.0,-41.14,0.0,0.0,0.0,0.0,06
4266,aastocks,0491.HK,2017/06,2017,annual,HKD,0.0,0.0,0.0,-0.03,0.0,-62000000.0,41.21,40.0,0.0,0.0,0.0,06
4267,aastocks,0491.HK,2018/06,2018,annual,HKD,0.0,0.0,0.0,-0.05,0.0,-154000000.0,-146.76,-66.67,0.0,0.0,0.0,06
4268,aastocks,0491.HK,2019/06,2019,annual,HKD,0.0,0.0,0.0,-0.04,0.0,-126000000.0,17.79,20.0,0.0,0.0,0.0,06
4269,aastocks,0491.HK,2020/06,2020,annual,HKD,0.0,0.0,0.0,-0.11,0.0,-342000000.0,-170.63,-175.0,0.0,0.0,0.0,06
4270,aastocks,0491.HK,2016/12,2016,quarterly,HKD,0.0,0.0,0.0,-0.01,0.0,-15000000.0,69.18,54.55,0.0,0.0,0.0,12
4271,aastocks,0491.HK,2017/12,2017,quarterly,HKD,0.0,0.0,0.0,-0.02,0.0,-67000000.0,-352.78,-100.0,0.0,0.0,0.0,12
4272,aastocks,0491.HK,2018/12,2018,quarterly,HKD,0.0,0.0,0.0,-0.02,0.0,-77000000.0,-15.23,0.0,0.0,0.0,0.0,12
4273,aastocks,0491.HK,2019/12,2019,quarterly,HKD,0.0,0.0,0.0,-0.03,0.0,-95000000.0,-22.49,-50.0,0.0,0.0,0.0,12
4274,aastocks,0491.HK,2020/12,2020,quarterly,HKD,0.0,0.0,0.0,-0.04,0.0,-123000000.0,-30.19,-33.33,0.0,0.0,0.0,12
4275,aastocks,0493.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,0.0835,0.0,1421000000.0,-11.04,-11.95,0.036000000000000004,0.0,0.0,12
4276,aastocks,0493.HK,2016/12,2016,annual,HKD,0.0,0.0,0.0,0.0178,0.0,361000000.0,-74.57,-78.71,0.006999999999999999,0.0,0.0,12
4277,aastocks,0493.HK,2017/12,2017,annual,HKD,0.0,0.0,0.0,-0.0252,0.0,-539000000.0,-2.4930747922437675,-2.4157303370786516,0.0,0.0,0.0,12
4278,aastocks,0493.HK,2018/12,2018,annual,HKD,0.0,0.0,0.0,-0.2698,0.0,-5564000000.0,-931.6,-971.81,0.0,0.0,0.0,12
4279,aastocks,0493.HK,2019/12,2019,annual,HKD,0.0,0.0,0.0,-0.1442,0.0,-2894000000.0,47.99,46.58,0.0,0.0,0.0,12
4280,aastocks,0493.HK,2016/06,2016,quarterly,HKD,0.0,0.0,0.0,0.006999999999999999,0.0,144000000.0,-83.24,-86.4,0.0,0.0,0.0,06
4281,aastocks,0493.HK,2017/06,2017,quarterly,HKD,0.0,0.0,0.0,0.0069,0.0,140000000.0,-2.35,-0.74,0.0,0.0,0.0,06
4282,aastocks,0493.HK,2018/06,2018,quarterly,HKD,0.0,0.0,0.0,-0.026000000000000002,0.0,-541000000.0,-4.864285714285714,-4.768115942028985,0.0,0.0,0.0,06
4283,aastocks,0493.HK,2019/06,2019,quarterly,HKD,0.0,0.0,0.0,-0.0216,0.0,-433000000.0,19.99,16.96,0.0,0.0,0.0,06
4284,aastocks,0493.HK,2020/06,2020,quarterly,HKD,0.0,0.0,0.0,-0.1436,0.0,-2875000000.0,-564.69,-564.91,0.0,0.0,0.0,06
4285,aastocks,0495.HK,2016/06,2016,annual,HKD,0.0,0.0,0.0,0.5717,0.0,734000000.0,0.0,0.0,0.0,0.0,0.0,06
4286,aastocks,0495.HK,2017/06,2017,annual,HKD,0.0,0.0,0.0,0.0728,0.0,97000000.0,-86.79,-87.27,0.0,0.0,0.0,06
4287,aastocks,0495.HK,2018/06,2018,annual,HKD,0.0,0.0,0.0,0.0117,0.0,16000000.0,-83.19,-83.93,0.0,0.0,0.0,06
4288,aastocks,0495.HK,2019/06,2019,annual,HKD,0.0,0.0,0.0,-0.0405,0.0,-58000000.0,-4.625,-4.461538461538462,0.0,0.0,0.0,06
4289,aastocks,0495.HK,2020/06,2020,annual,HKD,0.0,0.0,0.0,-0.0896,0.0,-129000000.0,-121.06,-121.23,0.0,0.0,0.0,06
4290,aastocks,0495.HK,2016/12,2016,quarterly,HKD,0.0,0.0,0.0,0.0311,0.0,41000000.0,-95.09,-95.36,0.0,0.0,0.0,12
4291,aastocks,0495.HK,2017/12,2017,quarterly,HKD,0.0,0.0,0.0,0.0068,0.0,9000000.0,-77.55,-78.14,0.0,0.0,0.0,12
4292,aastocks,0495.HK,2018/12,2018,quarterly,HKD,0.0,0.0,0.0,-0.0335,0.0,-48000000.0,-6.333333333333333,-5.926470588235294,0.0,0.0,0.0,12
4293,aastocks,0495.HK,2019/12,2019,quarterly,HKD,0.0,0.0,0.0,-0.0306,0.0,-44000000.0,8.4,8.66,0.0,0.0,0.0,12
4294,aastocks,0495.HK,2020/12,2020,quarterly,HKD,0.0,0.0,0.0,-0.0304,0.0,-43000000.0,2.74,0.65,0.0,0.0,0.0,12
4295,aastocks,0496.HK,2015/12,2015,annual,HKD,0.0,0.0,0.0,0.1695,0.0,224000000.0,453.7,452.07,0.0,0.0,0.0,12
